Depth	Gamma								
540.8	148.1								
540.8	148.1								
541	147.3								
541.2	148.8								
541.4	152.6								
541.7	158								
541.8	161.8								
542	162.5								
542	159.5								
542.1	155.7								
542.1	154.9								
542.3	150.4								
542.3	149.6								
542.4	149.6								
542.6	145								
542.7	143.5								
542.7	143.5								
542.7	141.2								
542.7	138.9								
542.9	136.7								
543	135.1								
543.1	138.9								
543.2	145.8								
543.3	150.4								
543.4	151.9								
543.5	148.8								
543.6	145.8								
543.6	142.7								
543.8	138.9								
543.9	135.9								
544	135.1								
544	133.6								
544.1	129								
544.3	129								
544.3	129.8								
544.4	132.9								
544.6	134.4								
544.7	134.4								
544.8	133.6								
544.9	135.1								
545	139.7								
545.1	143.5								
545.3	145.8								
545.5	149.6								
545.5	152.6								
545.6	154.9								
545.7	155.7								
545.8	151.9								
545.9	147.3								
545.9	145								
545.9	141.2								
546	140.5								
546.2	139.7								
546.2	139.7								
546.3	142.7								
546.3	147.3								
546.4	149.6								
546.6	149.6								
546.7	148.8								
546.9	148.1								
547.1	147.3								
547.2	148.8								
547.3	149.6								
547.4	146.6								
547.5	142.7								
547.6	137.4								
547.6	135.1								
547.6	133.6								
547.8	130.6								
547.8	128.3								
548	123								
548	122.2								
548.1	123								
548.1	125.2								
548.2	129								
548.3	132.1								
548.4	136.7								
548.5	139.7								
548.5	142								
548.5	145.8								
548.5	148.8								
548.6	152.6								
548.7	153.4								
548.7	154.2								
548.8	154.9								
548.8	155.7								
548.8	156.4								
548.9	155.7								
548.9	153.4								
549	151.9								
549	149.6								
549	150.4								
549.1	151.1								
549.2	151.9								
549.3	153.4								
549.3	155.7								
549.3	158.7								
549.4	157.2								
549.5	154.9								
549.5	151.9								
549.5	151.1								
549.5	149.6								
549.8	145.8								
549.9	144.3								
549.9	142.7								
550.2	142.7								
550.2	142.7								
550.4	144.3								
550.4	147.3								
550.5	148.1								
550.5	151.1								
550.5	153.4								
550.5	154.2								
550.6	154.2								
550.6	156.4								
550.7	158								
550.9	162.5								
551	164.1								
551.2	164.8								
551.3	164.8								
551.5	161.8								
551.5	158.7								
551.5	155.7								
551.6	153.4								
551.6	153.4								
551.8	156.4								
551.9	161								
551.9	162.5								
552	166.3								
552.1	170.2								
552.1	171.7								
552.1	173.2								
552.2	174								
552.3	174								
552.4	172.4								
552.4	170.9								
552.4	166.3								
552.5	164.8								
552.5	164.1								
552.5	162.5								
552.5	162.5								
552.5	162.5								
552.6	162.5								
552.8	164.8								
553	167.1								
553.1	167.9								
553.2	164.1								
553.2	161.8								
553.2	158.7								
553.2	158								
553.3	155.7								
553.3	154.9								
553.5	158.7								
553.7	161								
553.7	163.3								
553.7	164.8								
553.8	164.8								
553.9	163.3								
554	160.3								
554	158.7								
554.1	157.2								
554.2	161.8								
554.2	162.5								
554.3	164.8								
554.3	164.8								
554.4	168.6								
554.5	169.4								
554.6	170.2								
554.7	170.9								
554.9	171.7								
555	170.9								
555	169.4								
555.1	166.3								
555.1	166.3								
555.2	164.8								
555.3	161.8								
555.4	158.7								
555.4	157.2								
555.4	153.4								
555.5	148.1								
555.5	145								
555.6	143.5								
555.8	148.8								
555.8	152.6								
555.9	156.4								
556	161								
556.1	163.3								
556.2	164.1								
556.3	164.1								
556.4	159.5								
556.5	158.7								
556.6	158								
556.8	159.5								
556.8	162.5								
557	165.6								
557.1	167.9								
557.1	168.6								
557.2	168.6								
557.4	164.1								
557.4	163.3								
557.5	160.3								
557.5	158.7								
557.8	161								
557.9	166.3								
557.9	167.9								
558.1	163.3								
558.1	158								
558.2	156.4								
558.2	150.4								
558.3	145								
558.4	142								
558.5	135.1								
558.5	127.5								
558.5	122.2								
558.6	116.9								
558.6	114.6								
558.6	113.1								
558.6	108.5								
558.6	107.7								
558.7	106.2								
558.8	108.5								
559	114.6								
559	114.6								
559.1	117.6								
559.1	119.1								
559.2	121.4								
559.3	125.2								
559.3	126								
559.4	126.8								
559.6	125.2								
559.6	124.5								
559.8	121.4								
560	116.1								
560	115.3								
560.1	112.3								
560.1	110								
560.2	109.3								
560.3	104.7								
560.3	101.6								
560.4	98.6								
560.4	98.6								
560.5	99.4								
560.6	104.7								
560.7	107.7								
560.7	112.3								
560.9	115.3								
560.9	116.1								
561	119.1								
561.2	119.9								
561.2	119.9								
561.4	119.9								
561.5	119.1								
561.6	116.9								
561.7	114.6								
561.9	116.1								
561.9	116.1								
562.2	118.4								
562.7	119.9								
562.8	119.9								
562.9	117.6								
563	113.8								
563.1	110.8								
563.2	107.7								
563.3	103.9								
563.3	101.6								
563.3	100.9								
563.4	97.1								
563.4	93.3								
563.5	96.3								
563.7	100.1								
563.8	102.4								
563.9	104.7								
563.9	105.4								
564	105.4								
564.1	105.4								
564.1	106.2								
564.3	107								
564.4	104.7								
564.5	104.7								
564.5	101.6								
564.6	97.8								
564.6	95.6								
564.7	95.6								
564.9	97.8								
564.9	102.4								
565	105.4								
565.2	109.3								
565.2	110								
565.3	111.5								
565.4	114.6								
565.5	115.3								
565.6	116.1								
565.8	116.1								
566	116.9								
566.1	116.1								
566.1	115.3								
566.1	112.3								
566.1	112.3								
566.2	110.8								
566.4	111.5								
566.5	112.3								
566.7	114.6								
566.9	118.4								
566.9	119.1								
566.9	120.7								
566.9	120.7								
567	120.7								
567.1	117.6								
567.2	117.6								
567.3	116.1								
567.3	115.3								
567.4	114.6								
567.6	115.3								
567.6	117.6								
567.7	119.9								
567.8	119.9								
567.9	119.1								
567.9	116.9								
567.9	115.3								
568.1	112.3								
568.2	111.5								
568.2	111.5								
568.3	110.8								
568.4	113.8								
568.4	117.6								
568.5	122.2								
568.6	125.2								
568.7	129.8								
568.8	132.1								
568.8	134.4								
569	134.4								
569.1	130.6								
569.1	127.5								
569.1	127.5								
569.3	132.1								
569.5	135.1								
569.5	136.7								
569.5	136.7								
569.7	139.7								
569.8	140.5								
569.9	139.7								
570	138.9								
570	138.9								
570.3	142.7								
570.4	143.5								
570.5	144.3								
570.6	144.3								
570.6	144.3								
570.6	143.5								
570.7	140.5								
570.7	138.2								
570.8	136.7								
570.8	134.4								
570.9	132.1								
570.9	129.8								
571	128.3								
571	129								
571.1	129.8								
571.2	134.4								
571.3	136.7								
571.3	141.2								
571.3	142								
571.4	142.7								
571.5	139.7								
571.6	136.7								
571.7	132.9								
572	136.7								
572	138.9								
572.1	138.9								
572.3	140.5								
572.4	140.5								
572.5	142								
572.5	145.8								
572.5	147.3								
572.6	147.3								
572.8	145.8								
573.1	145.8								
573.2	149.6								
573.3	153.4								
573.3	155.7								
573.3	157.2								
573.3	160.3								
573.3	161								
573.5	161.8								
573.5	162.5								
573.6	161.8								
573.6	158.7								
573.7	157.2								
573.8	157.2								
574	158.7								
574	158.7								
574	161								
574.2	161.8								
574.3	161.8								
574.5	161.8								
574.5	161.8								
574.6	161								
574.7	158.7								
574.8	157.2								
574.9	154.9								
575.1	152.6								
575.1	151.9								
575.2	151.1								
575.2	153.4								
575.3	154.2								
575.3	154.9								
575.4	154.2								
575.6	154.2								
575.6	153.4								
575.7	151.9								
575.7	151.1								
575.9	151.9								
575.9	154.9								
576	154.9								
576	158.7								
576.1	162.5								
576.1	164.1								
576.1	165.6								
576.2	167.1								
576.3	168.6								
576.3	169.4								
576.4	167.9								
576.5	161								
576.5	156.4								
576.6	153.4								
576.6	147.3								
576.6	143.5								
576.6	139.7								
576.6	137.4								
576.6	134.4								
576.6	129.8								
576.6	125.2								
576.7	123								
576.7	122.2								
576.7	119.1								
576.8	114.6								
576.8	111.5								
576.9	110								
577	107								
577.1	104.7								
577.3	103.9								
577.4	103.9								
577.5	107								
577.6	112.3								
577.6	116.1								
577.7	119.1								
577.9	127.5								
577.9	131.3								
577.9	135.1								
577.9	139.7								
578	143.5								
578	143.5								
578.1	143.5								
578.2	142.7								
578.3	138.9								
578.3	134.4								
578.3	133.6								
578.3	129.8								
578.3	124.5								
578.3	122.2								
578.4	118.4								
578.4	113.8								
578.5	108.5								
578.5	104.7								
578.6	103.9								
578.7	105.4								
578.9	110								
578.9	113.8								
579	120.7								
579	127.5								
579.1	131.3								
579.1	132.1								
579.1	138.2								
579.1	142								
579.1	147.3								
579.1	151.9								
579.1	154.9								
579.1	158								
579.2	161.8								
579.2	163.3								
579.2	167.9								
579.2	167.9								
579.2	170.9								
579.2	172.4								
579.3	174								
579.3	176.2								
579.3	177.8								
579.4	179.3								
579.4	180.8								
579.4	181.6								
579.5	183.1								
579.5	183.1								
579.6	179.3								
579.7	176.2								
579.9	172.4								
579.9	169.4								
579.9	167.1								
580	163.3								
580	160.3								
580	158								
580	154.9								
580.1	153.4								
580.1	152.6								
580.2	151.9								
580.2	151.1								
580.2	150.4								
580.4	150.4								
580.4	154.9								
580.4	158.7								
580.4	159.5								
580.6	163.3								
580.7	166.3								
580.7	167.1								
580.9	168.6								
580.9	170.2								
581	174.7								
581.2	177								
581.3	182.3								
581.3	183.1								
581.4	185.4								
581.5	189.2								
581.5	190.7								
581.7	189.9								
581.7	184.6								
581.8	180.8								
581.8	178.5								
581.8	175.5								
581.8	172.4								
581.8	170.2								
581.9	167.9								
582	164.8								
582	163.3								
582.1	162.5								
582.1	162.5								
582.2	166.3								
582.2	169.4								
582.3	171.7								
582.3	174								
582.4	174								
582.4	170.9								
582.5	167.9								
582.6	168.6								
582.6	169.4								
582.7	170.9								
582.9	174								
583	174.7								
583.2	178.5								
583.3	180								
583.3	183.1								
583.4	186.1								
583.5	189.9								
583.6	190.7								
583.7	190.7								
583.9	187.7								
584	183.1								
584	180								
584.1	178.5								
584.1	177								
584.3	177								
584.4	177								
584.6	177								
584.7	175.5								
584.8	174								
584.8	173.2								
584.8	170.9								
584.9	170.2								
584.9	166.3								
585	163.3								
585.1	159.5								
585.1	157.2								
585.1	154.2								
585.1	149.6								
585.1	145.8								
585.1	142.7								
585.1	142.7								
585.2	138.9								
585.2	135.1								
585.2	133.6								
585.3	130.6								
585.3	128.3								
585.3	128.3								
585.4	126								
585.4	123.7								
585.5	119.9								
585.5	115.3								
585.6	113.1								
585.6	110.8								
585.6	110.8								
585.7	109.3								
585.7	108.5								
585.8	107.7								
585.9	109.3								
586	111.5								
586	111.5								
586.1	111.5								
586.4	110.8								
586.5	113.8								
586.5	113.1								
586.6	110.8								
586.6	108.5								
586.8	107								
587	109.3								
587	112.3								
587.2	111.5								
587.2	110.8								
587.2	108.5								
587.2	104.7								
587.2	100.9								
587.3	95.6								
587.4	92.5								
587.4	89.5								
587.4	83.4								
587.5	79.6								
587.5	75.8								
587.5	72.7								
587.5	70.4								
587.5	68.1								
587.6	60.5								
587.6	57.5								
587.6	52.9								
587.7	49.9								
587.8	50.6								
587.9	51.4								
588.1	56								
588.1	59.8								
588.1	60.5								
588.1	64.3								
588	68.9								
588	75								
588.1	79.6								
588.1	83.4								
588.2	107.7								
588.2	96.3								
588.3	99.4								
588.4	106.2								
588.4	108.5								
588.3	119.9								
588.4	121.4								
588.5	116.9								
588.7	113.1								
588.7	112.3								
588.9	110.8								
589.1	111.5								
589.1	112.3								
589.3	116.9								
589.3	123								
589.3	123.7								
589.5	128.3								
589.6	129.8								
589.6	127.5								
589.7	123								
589.7	122.2								
589.9	119.1								
590	117.6								
590	116.9								
590.1	116.1								
590.2	114.6								
590.2	114.6								
590.3	113.1								
590.4	110								
590.5	107								
590.6	105.4								
590.8	108.5								
591	110.8								
591.1	108.5								
591.2	104.7								
591.3	101.6								
591.4	98.6								
591.6	99.4								
591.8	101.6								
591.9	99.4								
591.9	96.3								
592	94								
592.1	91.7								
592.3	89.5								
592.5	87.2								
592.6	86.4								
592.7	88.7								
592.7	92.5								
592.8	96.3								
592.9	99.4								
593.1	103.2								
593.2	107								
593.3	110.8								
593.4	114.6								
593.5	117.6								
593.6	121.4								
593.7	123.7								
593.8	124.5								
593.9	124.5								
594	124.5								
594.1	120.7								
594.2	116.1								
594.2	115.3								
594.3	115.3								
594.4	119.9								
594.5	122.2								
594.5	126								
594.7	131.3								
594.8	133.6								
594.9	137.4								
594.9	138.9								
595	140.5								
595.1	141.2								
595.1	142								
595.2	140.5								
595.2	139.7								
595.3	138.2								
595.3	135.1								
595.5	132.1								
595.5	130.6								
595.6	130.6								
595.7	132.1								
595.9	135.9								
595.9	136.7								
595.9	139.7								
596	142.7								
596.1	147.3								
596.3	148.8								
596.3	148.8								
596.4	148.8								
596.5	142								
596.5	136.7								
596.5	135.9								
596.5	133.6								
596.4	128.3								
596.4	127.5								
596.4	125.2								
596.4	123								
596.5	119.9								
596.5	118.4								
596.5	116.1								
596.5	115.3								
596.5	113.8								
596.5	113.1								
596.6	111.5								
596.7	109.3								
596.7	105.4								
596.9	99.4								
596.9	98.6								
596.9	97.1								
596.9	94.8								
597.1	91.7								
597.2	89.5								
597.3	89.5								
597.4	91								
597.6	96.3								
597.6	99.4								
597.8	103.2								
597.9	104.7								
597.9	104.7								
598.1	105.4								
598.2	104.7								
598.2	101.6								
598.3	100.1								
598.5	99.4								
598.6	100.1								
598.7	103.9								
598.8	108.5								
598.8	111.5								
598.9	116.9								
599	119.1								
599	121.4								
599.1	121.4								
599.1	123.7								
599.1	127.5								
599.1	128.3								
599.1	129.8								
599.2	132.1								
599.3	135.1								
599.3	135.9								
599.4	138.2								
599.5	138.9								
599.5	140.5								
599.6	142								
599.7	142.7								
599.8	144.3								
599.8	144.3								
600	143.5								
600.1	141.2								
600.1	139.7								
600.3	139.7								
600.4	142								
600.4	144.3								
600.7	143.5								
600.8	142.7								
600.9	144.3								
601	145.8								
601	148.8								
601	149.6								
601	152.6								
601	155.7								
601	156.4								
601.1	158.7								
601.1	160.3								
601.2	158								
601.3	156.4								
601.3	156.4								
601.4	155.7								
601.5	156.4								
601.7	160.3								
601.8	164.1								
601.9	167.1								
601.9	168.6								
602.1	172.4								
602.2	173.2								
602.3	171.7								
602.4	167.9								
602.5	163.3								
602.6	156.4								
602.7	151.9								
602.7	148.1								
602.7	144.3								
602.6	137.4								
602.6	132.9								
602.6	124.5								
602.6	116.1								
602.7	107.7								
602.8	103.2								
602.8	84.1								
602.8	81.9								
602.8	81.1								
602.8	73.5								
602.9	67.4								
602.9	46.1								
602.9	42.3								
602.9	40								
603.1	33.1								
603.2	31.6								
603.4	34.7								
603.4	37.7								
603.4	42.3								
603.5	49.9								
603.6	54.4								
603.6	62.8								
603.7	67.4								
603.7	72								
603.7	77.3								
603.7	78.8								
603.7	81.9								
603.8	83.4								
603.9	84.1								
603.9	84.9								
604	86.4								
604.1	85.7								
604.1	84.9								
604.1	80.3								
604.1	75.8								
604.1	75								
604.3	67.4								
604.3	64.3								
604.3	63.6								
604.3	62.1								
604.4	62.8								
604.6	65.1								
604.6	69.7								
604.6	70.4								
604.7	72								
604.7	75								
604.8	76.5								
604.8	76.5								
604.9	76.5								
605.1	75.8								
605.2	70.4								
605.3	68.9								
605.5	68.9								
605.6	68.9								
605.7	68.1								
605.8	65.9								
605.8	65.1								
605.9	63.6								
606	62.1								
606.1	61.3								
606.1	59.8								
606.2	59								
606.2	59								
606.3	62.1								
606.4	65.1								
606.6	67.4								
606.7	67.4								
606.8	64.3								
607	62.1								
607	62.1								
607.3	63.6								
607.4	65.1								
607.5	65.1								
607.7	63.6								
608	62.1								
608.1	62.1								
608.2	60.5								
608.3	57.5								
608.4	56.7								
608.5	56								
608.5	55.2								
608.6	54.4								
608.6	52.9								
608.6	52.9								
608.6	54.4								
608.7	54.4								
608.8	54.4								
608.9	53.7								
609	52.9								
609	50.6								
609	48.4								
609.1	45.3								
609.2	43								
609.2	43								
609.2	41.5								
609.3	40								
609.3	39.2								
609.3	37.7								
609.3	36.2								
609.4	33.9								
609.5	29.3								
609.6	27								
609.6	27								
609.8	28.6								
610	30.9								
610.1	33.9								
610.2	36.9								
610.3	37.7								
610.4	37.7								
610.5	36.9								
610.6	35.4								
610.7	33.9								
610.8	33.1								
610.9	32.4								
611	31.6								
611.1	33.1								
611.2	35.4								
611.2	37.7								
611.4	38.5								
611.5	37.7								
611.6	40								
611.6	43								
611.7	46.1								
611.7	49.1								
611.7	51.4								
611.7	54.4								
611.8	57.5								
611.9	61.3								
612.2	56.7								
612.3	53.7								
612.2	51.4								
612.2	49.1								
612.2	46.1								
612.2	44.6								
612.2	43								
612.2	41.5								
612.2	37.7								
612.3	34.7								
612.3	34.7								
612.3	33.9								
612.4	33.9								
612.4	33.1								
612.4	33.1								
612.6	33.1								
612.7	34.7								
612.7	36.2								
612.7	38.5								
612.8	40.7								
612.8	42.3								
613	42.3								
613.1	42.3								
613.1	43								
613.2	43								
613.2	43								
613.4	42.3								
613.4	43.8								
613.4	43.8								
613.5	46.8								
613.5	49.1								
613.5	50.6								
613.6	54.4								
613.6	57.5								
613.6	58.3								
613.7	62.1								
613.7	64.3								
613.8	67.4								
613.8	70.4								
613.8	71.2								
613.8	74.2								
613.8	75.8								
613.8	78.8								
614	80.3								
614	80.3								
614.1	78								
614.1	77.3								
614.1	77.3								
614.2	78.8								
614.2	82.6								
614.3	84.9								
614.4	86.4								
614.4	87.2								
614.4	89.5								
614.5	91								
614.6	93.3								
614.6	94								
614.6	94								
614.7	94								
614.8	92.5								
614.9	87.9								
614.9	85.7								
615	84.1								
615	81.9								
615.1	79.6								
615.1	77.3								
615.1	75.8								
615.3	74.2								
615.4	70.4								
615.4	68.9								
615.4	66.6								
615.4	62.8								
615.5	59								
615.5	58.3								
615.7	56.7								
615.7	56								
615.7	53.7								
615.8	49.9								
615.8	49.9								
616	53.7								
616	53.7								
616.1	53.7								
616.2	52.9								
616.3	52.9								
616.3	52.9								
616.3	52.9								
616.5	52.2								
616.5	51.4								
616.6	50.6								
616.6	49.9								
616.6	49.1								
616.7	48.4								
616.9	43								
616.9	45.3								
617.1	49.9								
617.4	52.9								
617.6	56								
617.8	57.5								
617.8	60.5								
618.1	68.1								
618.2	72.7								
618.3	76.5								
618.3	79.6								
618.3	83.4								
618.4	84.1								
618.4	84.1								
618.5	82.6								
618.6	78.8								
618.7	78								
618.7	77.3								
619	76.5								
619	74.2								
619	71.2								
619.1	68.1								
619.1	65.9								
619.1	62.8								
619.1	62.8								
619.2	59								
619.2	58.3								
619.2	56.7								
619.2	56								
619.3	54.4								
619.4	52.2								
619.4	51.4								
619.4	50.6								
619.4	49.1								
619.5	49.1								
619.5	48.4								
619.5	47.6								
619.6	47.6								
619.7	48.4								
619.8	52.2								
619.8	54.4								
619.9	56.7								
620.2	61.3								
620.2	62.1								
620.3	60.5								
620.3	59.8								
620.4	57.5								
620.5	56								
620.5	53.7								
620.5	52.9								
620.6	50.6								
620.6	48.4								
620.8	48.4								
620.8	48.4								
621	50.6								
621.1	52.9								
621.1	55.2								
621.2	56.7								
621.4	57.5								
621.4	57.5								
621.5	58.3								
621.5	58.3								
621.6	58.3								
621.7	56.7								
621.7	56.7								
621.9	56.7								
622	56.7								
622.3	56								
622.2	57.5								
622.2	59.8								
622.2	63.6								
622.4	71.2								
622.5	73.5								
622.5	75								
622.6	81.9								
622.6	84.1								
622.7	87.9								
622.7	90.2								
622.7	91.7								
622.7	93.3								
622.8	93.3								
622.8	94								
622.9	96.3								
622.9	97.1								
623	95.6								
623	94.8								
623	93.3								
623.2	89.5								
623.2	86.4								
623.3	83.4								
623.3	82.6								
623.3	81.9								
623.4	84.1								
623.5	86.4								
623.7	87.2								
623.8	87.9								
623.8	89.5								
623.8	90.2								
623.9	92.5								
623.9	94								
623.9	97.1								
624	97.8								
624	102.4								
624.1	103.9								
624.1	104.7								
624.2	107.7								
624.2	110.8								
624.2	113.1								
624.3	113.8								
624.4	113.8								
624.4	113.1								
624.5	113.8								
624.5	117.6								
624.6	121.4								
624.6	123								
624.6	124.5								
624.6	125.2								
624.6	126.8								
624.7	128.3								
624.8	129								
624.9	126.8								
625	124.5								
625.2	124.5								
625.2	129.8								
625.2	132.1								
625.2	135.1								
625.3	137.4								
625.3	140.5								
625.3	141.2								
625.4	142.7								
625.4	145								
625.5	147.3								
625.5	150.4								
625.6	150.4								
624.1	107.7								
624.2	111.5								
624.2	113.8								
624.4	113.8								
624.5	112.3								
624.7	122.2								
624.8	128.3								
624.8	129.8								
624.8	130.6								
624.9	131.3								
625.1	126								
625.1	123								
625.1	123.7								
625.2	129.8								
625.5	140.5								
625.5	146.6								
625.5	148.1								
625.5	150.4								
625.6	154.2								
625.7	155.7								
625.9	161.8								
625.9	157.2								
626	154.2								
626.1	151.1								
626.1	148.1								
626.1	147.3								
626.2	145.8								
626.2	144.3								
626.3	140.5								
626.3	136.7								
626.3	134.4								
626.4	133.6								
626.5	135.9								
626.7	140.5								
626.8	144.3								
626.8	148.8								
627	151.9								
627.1	148.8								
627.3	147.3								
627.4	148.8								
627.4	149.6								
627.5	153.4								
627.5	153.4								
627.5	154.2								
627.6	154.2								
627.7	152.6								
627.8	148.8								
627.8	146.6								
627.9	145.8								
627.9	142.7								
628	141.2								
628.1	139.7								
628.1	134.4								
628.1	129.8								
628.2	125.2								
628.2	122.2								
628.2	119.1								
628.2	118.4								
628.3	114.6								
628.3	110.8								
628.3	110								
628.3	106.2								
628.3	102.4								
628.3	101.6								
628.3	97.1								
628.3	91								
628.3	87.9								
628.3	81.9								
628.4	78.8								
628.5	78								
628.7	81.1								
628.7	87.2								
628.7	91.7								
628.7	94								
628.7	97.8								
628.7	100.9								
628.8	107.7								
628.8	109.3								
628.8	112.3								
628.8	116.9								
628.9	120.7								
628.9	124.5								
628.9	129.8								
628.9	131.3								
628.9	132.1								
628.9	139.7								
628.9	142.7								
628.9	148.8								
628.9	156.4								
628.9	158.7								
628.9	162.5								
628.9	163.3								
628.9	164.8								
628.9	167.1								
629	168.6								
629.1	170.9								
629.1	171.7								
629.2	175.5								
629.2	175.5								
629.2	177								
629.3	177								
629.3	172.4								
629.5	170.9								
629.6	171.7								
629.6	174								
629.7	177.8								
629.7	177.8								
629.8	179.3								
629.8	179.3								
629.9	177.8								
629.9	172.4								
630	167.1								
630	161								
630.1	157.2								
630.1	154.2								
630.2	149.6								
630.3	145.8								
630.4	141.2								
630.5	135.9								
630.6	135.9								
630.6	142.7								
630.6	148.8								
630.6	148.8								
630.8	153.4								
630.8	161								
630.8	166.3								
630.8	170.2								
630.8	170.9								
630.9	173.2								
631	177								
631	178.5								
631	179.3								
631.1	180.8								
631.2	182.3								
631.3	178.5								
631.4	173.2								
631.5	170.2								
631.6	166.3								
631.7	161.8								
631.7	154.9								
631.8	148.8								
631.9	142.7								
631.9	136.7								
631.9	130.6								
631.9	125.2								
631.9	121.4								
632	116.1								
632.1	113.8								
632.1	110								
632.1	105.4								
632.2	102.4								
632.2	97.8								
632.2	91.7								
632.4	89.5								
632.5	87.9								
632.6	91								
632.6	94								
632.7	98.6								
632.9	101.6								
632.9	107.7								
632.9	107.7								
633	110								
633.1	113.8								
633.2	115.3								
633.3	115.3								
633.3	114.6								
633.4	111.5								
633.5	105.4								
633.6	103.2								
633.7	101.6								
633.8	103.9								
634	110.8								
634	111.5								
634.1	118.4								
634.1	125.2								
634.1	126								
634.1	128.3								
634.2	131.3								
634.2	134.4								
634.3	140.5								
634.3	141.2								
634.3	145.8								
634.4	151.9								
634.4	152.6								
634.5	156.4								
634.6	161.8								
634.6	161.8								
634.6	161.8								
634.6	164.1								
634.6	164.8								
634.7	165.6								
634.8	165.6								
634.9	164.1								
634.9	163.3								
635	159.5								
635.1	154.9								
635.1	154.9								
635.2	156.4								
635.2	159.5								
635.3	161.8								
635.3	162.5								
635.3	163.3								
635.5	165.6								
635.5	165.6								
635.5	167.1								
635.6	167.9								
635.8	168.6								
635.8	168.6								
636	165.6								
636	164.8								
636	163.3								
636.1	160.3								
636.3	160.3								
636.5	162.5								
636.6	163.3								
636.7	162.5								
636.8	159.5								
636.9	156.4								
637	154.2								
637.1	152.6								
637.1	148.8								
637.2	145.8								
637.3	141.2								
637.3	135.9								
637.3	131.3								
637.3	129.8								
637.3	126.8								
637.4	125.2								
637.5	124.5								
637.6	124.5								
637.7	127.5								
637.7	128.3								
637.7	130.6								
637.9	133.6								
638	136.7								
638.1	142								
638.1	142.7								
638.1	145.8								
638.3	150.4								
638.4	151.9								
638.4	152.6								
638.5	152.6								
638.6	152.6								
638.7	154.2								
638.8	155.7								
638.9	156.4								
639	160.3								
639	163.3								
639	164.8								
639.1	165.6								
639.2	170.2								
639.3	170.9								
639.4	173.2								
639.6	174.7								
639.6	177.8								
639.6	178.5								
639.7	180.8								
639.9	182.3								
639.9	177								
639.9	170.2								
639.9	167.1								
640	163.3								
640	158.7								
640	156.4								
640	153.4								
640	151.1								
640	145.8								
640	142.7								
640.1	140.5								
640.1	135.9								
640.2	131.3								
640.3	128.3								
640.3	126.8								
640.3	121.4								
640.3	117.6								
640.3	114.6								
640.3	113.1								
640.4	113.1								
640.5	116.9								
640.6	126								
640.6	129								
640.6	133.6								
640.7	140.5								
640.7	144.3								
640.7	147.3								
640.7	154.2								
640.7	158.7								
640.8	164.1								
640.8	169.4								
640.8	169.4								
640.9	170.9								
641.1	170.9								
641.1	167.9								
641.1	167.1								
641.2	164.8								
641.3	164.1								
641.3	164.1								
641.4	164.8								
641.4	167.1								
641.4	170.9								
641.4	171.7								
641.5	174.7								
641.6	177								
641.6	177.8								
641.6	178.5								
641.7	180								
641.7	180.8								
641.7	181.6								
641.8	180.8								
641.8	178.5								
641.9	173.2								
641.9	170.2								
642	167.1								
642	165.6								
642.1	161.8								
642.2	158								
642.2	157.2								
642.2	156.4								
642.2	156.4								
642.3	156.4								
642.4	158.7								
642.4	161.8								
642.5	161.8								
642.5	161.8								
642.6	163.3								
642.7	165.6								
642.8	167.9								
642.9	170.2								
642.9	173.2								
643	175.5								
643	175.5								
643.1	176.2								
643.1	174								
643.1	173.2								
643.2	170.9								
643.3	170.2								
643.4	170.2								
643.4	172.4								
643.5	176.2								
643.6	180.8								
643.6	183.1								
643.7	183.1								
643.7	182.3								
643.8	180								
643.8	175.5								
643.9	173.2								
644	173.2								
644.1	169.4								
644.1	167.1								
644.1	166.3								
644.1	166.3								
644.2	165.6								
644.2	164.8								
644.3	165.6								
644.4	167.9								
644.4	170.9								
644.6	174								
644.7	177								
644.7	177								
644.7	177								
644.8	177								
644.9	177								
645	174								
645.1	170.9								
645.1	170.9								
645.2	169.4								
645.3	169.4								
645.3	168.6								
645.4	168.6								
645.4	168.6								
645.5	170.2								
645.7	169.4								
645.9	169.4								
646	169.4								
646.1	168.6								
646.2	167.1								
646.3	167.1								
646.4	164.8								
646.5	162.5								
646.5	161.8								
646.5	161.8								
646.6	161.8								
646.8	164.1								
646.9	166.3								
647	167.9								
647.1	165.6								
647.1	162.5								
647.3	161								
647.5	158								
647.6	157.2								
647.7	158.7								
647.7	159.5								
647.8	164.1								
647.8	168.6								
647.8	171.7								
647.9	174.7								
647.9	176.2								
648	180.8								
648	182.3								
648.1	183.1								
648.1	185.4								
648.3	186.1								
648.3	184.6								
648.4	182.3								
648.5	181.6								
648.5	181.6								
648.6	181.6								
648.9	181.6								
649	181.6								
649	179.3								
649	177.8								
649	176.2								
649.1	174.7								
649.3	172.4								
649.5	167.9								
649.6	165.6								
649.6	162.5								
649.6	158.7								
649.6	154.9								
649.6	154.2								
649.6	151.9								
649.6	151.1								
649.6	141.2								
649.7	140.5								
649.8	135.1								
649.9	129.8								
649.9	128.3								
649.9	124.5								
650	122.2								
650	120.7								
650	119.1								
650	112.3								
650	110.8								
650.1	108.5								
650.1	98.6								
650.2	97.8								
650.2	97.1								
650.2	94.8								
650.3	90.2								
650.4	81.9								
650.4	78								
650.4	74.2								
650.4	73.5								
650.4	72.7								
650.6	67.4								
650.6	68.1								
650.6	68.1								
650.7	68.9								
650.7	69.7								
650.8	72.7								
650.9	72.7								
650.9	73.5								
650.9	75								
650.9	76.5								
651	78								
